Trace
Swept SA
A.21.04,N9000B
9260000000,-79.8785018920898
9270000000,-106.707748413086
9280000000,-79.1353912353516
9290000000,-110.285263061523
9300000000,-79.7963485717773
9310000000,-113.656379699707
9320000000,-79.3007278442383
9330000000,-108.095008850098
9340000000,-78.4889297485352
9350000000,-110.118728637695
9360000000,-78.8049926757813
9370000000,-111.905319213867
9380000000,-78.4541168212891
9390000000,-110.745399475098
9400000000,-79.1682586669922
9410000000,-108.285354614258
9420000000,-79.3396682739258
9430000000,-106.956558227539
9440000000,-79.4641723632813
9450000000,-105.809844970703
9460000000,-79.0370101928711
9470000000,-104.693923950195
9480000000,-78.9096603393555
9490000000,-106.853912353516
9500000000,-79.1325531005859
9510000000,-107.698013305664
9520000000,-79.0116653442383
9530000000,-112.130867004395
9540000000,-79.4719161987305
9550000000,-112.387718200684
9560000000,-80.0355606079102
9570000000,-112.741897583008
9580000000,-80.9459762573242
9590000000,-110.032333374023
9600000000,-81.1564331054688
9610000000,-109.086738586426
9620000000,-81.4032592773438
9630000000,-110.515808105469
9640000000,-81.5419921875
9650000000,-110.026435852051
9660000000,-81.9896697998047
9670000000,-110.903457641602
9680000000,-81.8934707641602
9690000000,-112.042976379395
9700000000,-81.8462295532227
9710000000,-110.84952545166
9720000000,-80.4214401245117
9730000000,-109.326538085938
9740000000,-81.1477127075195
9750000000,-107.249588012695
9760000000,-79.6690063476563
9770000000,-110.467330932617
9780000000,-80.1064224243164
9790000000,-108.056991577148
9800000000,-80.2278442382813
9810000000,-109.056785583496
9820000000,-80.4381561279297
9830000000,-111.97681427002
9840000000,-80.8903198242188
9850000000,-111.140647888184
9860000000,-78.7371444702148
9870000000,-108.201332092285
9880000000,-78.5864868164063
9890000000,-110.473602294922
9900000000,-79.529167175293
9910000000,-107.65357208252
9920000000,-80.7167663574219
